Location,Carpet Area,Bedroom,Bathroom,Avaliability,Condition(Resale =  0/NewSale = 1),Super Area,Year of Construction,Floor,Flooring,Furnishing,Parking,Swimming Pool,Gymnasium,Power Backup,Jogging Track,Club House,Rain Water Harvesting,Court,Class_Price,Final Price
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Hennur Bagalur Road,1110,3,3,Dec-19,1,1216,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,0,0,Class 11,5125000
Whitefield,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
IVC Road,2303,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,1,0,Class 19,9200000
Whitefield,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
Sarjapur Road,980,2,2,Apr-21,1,1145,2018,2,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 10,4828000
Electronic City,2010,3,3,Mar-20,1,2675,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 21,10500000
Whitefield,1200,3,3,Dec-19,1,1254,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 11,5400000
Hosa Road,887,2,2,Ready To Move,1,1197,2019,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,0,Class 11,5275000
AECS Layout,1090,3,3,Ready To Move,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 12,5656000
Chansandra,650,2,2,Ready To Move,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4583000
Electronic City Phase II,1435,3,3,Ready To Move,1,1535,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8749000
Hesaraghatta,996,2,2,Ready To Move,0,1027,2018,13,Vitrified Tiles,Fully Furnished,0,1,1,0,1,1,1,1,Class 17,8500000
Byrathi,720,2,2,Ready To Move,1,1000,2019,2,Vitrified Tiles,Not Furnished,1,0,1,1,0,0,1,0,Class 8,3995000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
CV Raman Nagar,969,2,2,Ready To Move,0,1292,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 17,8500000
K R Puram,1100,2,2,Ready To Move,0,1328,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,0,Class 17,8500000
Electronic City Phase II,1000,3,2,Ready To Move,1,1098,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4900000
Horamavu Agara,800,2,2,Ready To Move,1,1100,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,0,1,0,Class 10,4950000
Sarjapur Road,808,3,2,Sep-20,1,1157,Under Construction,5,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 15,7200000
Bagalur Main Road,935,2,2,Dec-22,1,1235,Under Construction,14,Vitrified Tiles,Not Furnished,0,1,1,0,1,1,0,0,Class 15,7354000
Sarjapur Road,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,1,Class 5,2398000
Whitefield,1205,3,3,Dec-19,1,1256,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 11,5320000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Harlur,3200,3,3,Ready To Move,0,3600,2016,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,1,0,1,Class 56,28000000
Kadugodi,1500,2.707216124,2.743836602,Jan-20,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2500000
Chandapura,1410,3,3,Mar-20,1,2162,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 19,9037000
Rajanukunte,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,3000000
Banashankari 2nd Stage,1018,2,2,Sep-19,0,1273,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5500000
Hosa Road,2500,3,3,Ready To Move,0,2945,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,1,Class 73,36500000
Hoskote,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3200000
Aavalahalli,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3200000
Whitefield,1198,3,3,Dec-19,1,1254,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 12,5540000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Whitefield,625,2,2,Nov-19,1,845,2019,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,0,Class 9,4500000
Sarjapur Attibele Road,450,1,1,Dec-19,1,635,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,1,Class 7,3200000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Whitefield,1200,2.707216124,2.743836602,Dec-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
Bagaluru,477,2,2,Dec-23,1,799,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3600000
kaikondrahalli,1100,2,2,Ready To Move,0,1460,Under Construction,1,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 19,9500000
Whitefield,880,3,3,Jun-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 12,5656000
Whitefield,4937,4,5,Ready To Move,0,5218,2007,0,Marbonite,Semi Furnished,1,1,1,0,0,1,1,1,Class 98,49000000
Whitefield,790,2,2,Dec-19,1,850,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 10,4623000
Varthur Road,3402,4,4,Ready To Move,1,4003,2018,0,Vitrified Tiles,Semi Furnished,1,1,1,1,1,1,0,1,Class 66,33000000
Chandapura Anekal Road,1800,3,3,Jul-20,1,2750,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 20,9850000
Whitefield,1198,3,3,Apr-20,1,1254,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 11,5423000
Whitefield Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1520000
Whitefield,1100,3,3,May-23,1,1538,Under Construction,9,Vitrified Tiles,Semi Furnished,1,1,1,0,0,0,0,0,Class 17,8389000
Mysore Road,1196,3,3,Ready To Move,1,1737,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 20,9600000
Ashok Nagar,8000,4,5,Ready To Move,1,8400,2019,10,Marble Flooring,Not Furnished,1,1,1,0,0,1,1,1,Class 520,260000000
Banashankari 3rd Stage,1050,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 16,7600000
Mysore Road,907,2,2,Ready To Move,1,1260,Under Construction,10,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,0,Class 18,8820000
Devanahalli,4000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 36,18000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Doddaballapur Road,1900,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,0,1,Class 18,8640000
Bannerghatta Road,800,2,2,Ready To Move,0,1065,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 14,6600000
Bagalakunte,800,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3120000
Haralur Road,781,2,2,Dec-19,1,1234,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,0,1,0,Class 14,6664000
Haralur Road,819,3,2,Dec-19,1,1306,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,0,1,0,Class 15,7027000
Banashankari,1078,3,2,Ready To Move,0,1540,2000,0,Ceramic,Semi Furnished,1,1,1,1,0,1,0,0,Class 19,9400000
Whitefield,1020,3,3,Jun-20,1,1254,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 13,6102000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Electronic City Phase I,1050,3,2,Aug-21,0,1500,Under Construction,17,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 17,8500000
Whitefield,660,2,2,Ready To Move,1,1200,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,1,0,0,0,1,1,Class 9,4500000
Kadugodi,1200,2.707216124,2.743836602,Dec-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1985000
Jigani,1500,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,0,0,Class 3,1321000
Jigani,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,1,0,0,Class 3,1320000
Chandapura,1775,3,3,Dec-19,1,2675,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 22,10900000
Kengeri,1200,3,3,Ready To Move,0,1400,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,0,0,0,1,0,0,Class 14,6800000
Whitefield,1558,3,3,Dec-19,1,1665,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 14,6520000
Sarjapur Road,1950,3,4,Ready To Move,0,2225,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,0,Class 24,12000000
Electronic City Phase II,800,2,2,Ready To Move,1,1075,Under Construction,4,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,1,1,Class 12,5900000
Electronic City,2138,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 17,8049000
Whitefield,826,2,2,Ready To Move,1,1150,2018,1,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 10,4560000
Electronic City,1384,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5210000
Electronic City,1259,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4740000
Electronic City,1233,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4642000
Sarjapur Road,1120,2,2,Ready To Move,1,1390,Under Construction,8,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,0,1,Class 17,8123000
Bannerghatta Road,1109,2,2,Dec-22,1,1109,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 18,8800000
Bellandur,1544,3,4,Ready To Move,0,1880,2015,8,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 28,14000000
HSR Layout Sector 7,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 31,15500000
Panathur,867,2,2,Ready To Move,1,1095,2018,5,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 13,6500000
Devanahalli Road,750,2,2,Dec-19,1,900,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 12,5792000
Arekere,590,0,2,Ready To Move,0,730,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 11,5100000
Electronic City,1902,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7161000
Electronic City,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 10,4518000
Electronic City,1044,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3930000
Electronic City,1054,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3968000
TC Palya Road,1020,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2700000
Electronic City,1050,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 8,3953000
Kanakapura Road,1030,2,2,Ready To Move,0,1288,2013,13,Wooden,Semi Furnished,1,1,0,0,0,1,0,0,Class 13,6400000
Electronic City,755,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2842000
Electronic City,1902,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 15,7161000
Electronic City,1690,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6362000
Hoskote,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 5,2158000
Horamavu Agara,800,2,2,Ready To Move,1,1100,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 10,4950000
Electronic City Phase I,1060,2,2,Ready To Move,0,1060,2015,3,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4900000
Off Sarjapur road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,0,0,0,0,0,Class 13,6400000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Seegehalli,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,5700000
Mahadevpura,964,2,2,Apr-22,1,1472,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 1,100000
Kasavanahalli,1047,3,3,Ready To Move,1,1418,2019,4,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,0,1,Class 18,8700000
Bagaluru,727,2,3,Nov-19,1,858,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 12,5800000
Carmelaram Road,900,2,2,Ready To Move,0,1200,2018,6,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,0,Class 15,7500000
Electronic City Phase II,700,2,2,Ready To Move,0,1065,2017,3,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 13,6300000
kaikondrahalli,1200,3,2,Ready To Move,0,1607,Under Construction,2,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 25,12500000
Off Sarjapur road,1200,2.707216124,2.743836602,Nov-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 9,4320000
Old Airport Road,2920,4,4,Dec-19,1,2920,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 144,72000000
Harlur,1000,2,2,Ready To Move,0,1250,2019,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 16,8000000
Jakkur,923,2,2,Ready To Move,1,1290,2014,0,Vitrified Tiles,Not Furnished,1,1,1,1,1,1,1,1,Class 16,7900000
Sarjapur Road,800,2,2,Dec-21,1,1090,Under Construction,1,Vitrified Tiles,Not Furnished,1,0,0,0,0,0,0,0,Class 10,4576000
Devanahalli,4000,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 17,8500000
JP Nagar,480,1,1,Ready To Move,0,600,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,0,0,0,Class 6,2900000
Harlur,2400,4,4,Oct-19,1,2870,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 40,20000000
RT Nagar,2857,4,4,Ready To Move,1,3969,Under Construction,18,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,0,Class 94,46800000
RT Nagar,1461,3,3,Ready To Move,1,2030,Under Construction,15,Vitrified Tiles,Not Furnished,1,1,1,0,1,1,0,0,Class 43,21300000
Bagaluru,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1800000
Carmelaram Road,2444,4,4,Ready To Move,1,3055,2019,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 40,19900000
Seegehalli,1020,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2800000
Electronic City,1574,3,3,Mar-20,1,2211,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 18,8900000
Yelahanka,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 11,5400000
Chandapura,1200,3,2,Ready To Move,0,1475,2016,0,Vitrified Tiles,Fully Furnished,1,1,1,0,0,1,0,0,Class 12,6000000
Attur Layout,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Nagarbhavi,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 288,144000000
Whitefield,1250,3,3,Dec-19,1,1507,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 12,5642000
Whitefield,1200,2.707216124,2.743836602,Oct-19,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,2000000
Chansandra,1054,3,3,Ready To Move,1,1507,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 14,6781000
Whitefield,745,2,2,Nov-19,1,858,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4526000
Sahakara Nagar,1500,3,3,Ready To Move,0,1696,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 1,100000
Haralur Road,2800,4,4,Ready To Move,1,3210,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,0,1,Class 36,18000000
Thubarahalli,1450,3,2,Ready To Move,0,1665,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 18,8800000
Dollars Colony,11000,4,5,Ready To Move,0,12000,Under Construction,0,Vitrified Tiles,Fully Furnished,1,0,0,0,0,0,0,0,Class 500,250000000
Whitefield,3954.502692,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,1,0,0,0,0,0,0,0,Class 24,11732343.69
Bannerghatta Road,802,2,2,Ready To Move,0,1147,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 16,8000000
Harlur,800,2,2,Mar-20,1,1143,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,0,0,Class 13,6300000
Whitefield,1558,3,3,Dec-19,1,1665,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 14,6523000
Whitefield,1198,3,3,Dec-19,1,1254,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 11,5423000
Whitefield Road,1890,3,3,Ready To Move,0,2085,2019,4,Vitrified Tiles,Semi Furnished,0,1,1,1,0,1,1,0,Class 35,17500000
Jigani,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1980000
Kudlu Gate,1510,3,2,Ready To Move,1,1510,2019,17,Vitrified Tiles,Semi Furnished,0,1,1,0,1,1,1,1,Class 1,100000
HSR Layout,1500,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 13,6500000
Marathahalli,2600,4,5,Ready To Move,0,2600,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 42,21000000
Chandapura Anekal Road,1500,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 5,2344000
Chandapura Anekal Road,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 4,1875000
Nagarbhavi,2400,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 32,16000000
Whitefield,1010,3,3,Ready To Move,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 12,5655000
Domlur,1300,3,3,Ready To Move,0,1490,2004,1,Marble Flooring,Semi Furnished,1,0,0,0,0,0,1,0,Class 17,8300000
ITPL Road,750,2,2,Oct-19,1,845,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4567000
Whitefield,1100,3,3,Nov-19,1,1254,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,1,0,1,1,1,Class 10,4526000
Whitefield,880,3,3,May-20,1,1257,Under Construction,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,0,Class 12,5656000
Whitefield,598,2,2,Dec-19,1,895,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,0,1,0,1,1,0,Class 10,4582000
Sathanur,1500,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 12,6000000
Sarjapur Attibele Road,1100,2,2,Ready To Move,0,1395,2014,0,Vitrified Tiles,Semi Furnished,1,1,1,0,1,1,1,1,Class 12,6000000
Kodathi,1600,3,4,Ready To Move,1,2232,2019,6,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 26,12900000
Narayanapura,1485,3,3,Oct-19,0,8739.093929,2010,1,Vitrified Tiles,Semi Furnished,1,0,1,0,0,1,1,0,Class 13,6500000
Chikkaballapur,1200,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,1,0,Class 4,1600000
Electronic City Phase II,1000,2,2,Ready To Move,0,1262,Under Construction,6,Vitrified Tiles,Not Furnished,1,1,1,0,0,1,1,1,Class 11,5500000
Kalkere,800,2,2,Ready To Move,1,1100,2019,2,Vitrified Tiles,Not Furnished,1,1,1,1,0,0,1,0,Class 10,4950000
Marathahalli,1582,3,3,Ready To Move,0,1583,2009,0,Vitrified Tiles,Semi Furnished,1,1,1,0,0,1,1,1,Class 24,12000000
Hennur Road,2341,2.707216124,2.743836602,Ready To Move,0,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,0,1,1,1,Class 28,14000000
Whitefield,790,2,2,Dec-19,1,850,Under Construction,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,1,Class 10,4620000
Haralur Road,722,2,2,Dec-19,1,1140,Under Construction,0,Vitrified Tiles,Semi Furnished,0,1,1,0,1,0,1,0,Class 14,7000000
Seegehalli,1200,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 7,3360000
Begur Road,1390,3,2,Ready To Move,0,1400,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,1,0,0,0,1,0,Class 11,5500000
Mullur,2444,4,4,Ready To Move,1,3055,2019,0,Vitrified Tiles,Not Furnished,1,1,1,1,0,1,1,0,Class 40,19900000
K R Puram,1020,2.707216124,2.743836602,Ready To Move,1,8739.093929,Under Construction,0,Vitrified Tiles,Semi Furnished,0,0,0,0,0,0,0,0,Class 6,2720000
